Survey,Haul,Latitude,Longitude,DateTime,Length (mm),Weight (g),Age,Maturity,MaturityTable,Sex
200204,25,55.90233,-153.6125,3/22/2002 23:51,540,1424,6,5,11,2
200204,25,55.90233,-153.6125,3/22/2002 23:51,500,958,7,4,11,2
200204,25,55.90233,-153.6125,3/22/2002 23:51,530,1160,8,5,11,2
200204,25,55.90233,-153.6125,3/22/2002 23:51,560,1328,6,4,11,2
200204,25,55.90233,-153.6125,3/22/2002 23:51,530,1058,8,5,11,1
200204,25,55.90233,-153.6125,3/22/2002 23:51,460,722,,5,11,2
200204,25,55.90233,-153.6125,3/22/2002 23:51,500,856,8,5,11,2
200204,25,55.90233,-153.6125,3/22/2002 23:51,570,1396,7,5,11,2
200204,25,55.90233,-153.6125,3/22/2002 23:51,550,1190,9,5,11,2
200204,25,55.90233,-153.6125,3/22/2002 23:51,570,1948,7,4,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,480,698,6,6,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,520,1044,7,5,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,540,1050,6,4,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,530,1222,,4,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,560,1284,,4,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,520,1128,8,4,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,500,854,6,5,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,460,764,,4,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,550,1198,,4,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,460,768,,5,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,520,1046,8,4,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,470,796,6,7,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,540,1062,8,5,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,520,1152,,7,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,490,834,,5,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,500,1020,8,5,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,550,1164,8,5,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,510,1128,,5,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,460,648,,4,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,530,1094,,4,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,580,1628,,5,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,540,1210,,5,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,530,1098,,5,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,500,752,,6,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,530,1050,,6,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,510,1028,,5,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,520,940,,6,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,520,1108,,5,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,500,1052,,4,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,490,1088,,5,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,550,1296,,4,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,490,780,,5,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,490,850,,5,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,570,1418,,6,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,550,1206,,4,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,490,810,,4,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,520,1004,,5,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,510,898,,5,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,530,1150,,5,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,490,940,,5,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,500,960,,5,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,510,1094,,4,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,540,1036,,5,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,530,1082,,4,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,440,658,,4,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,500,926,,4,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,490,682,,5,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,480,878,,5,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,530,1012,6,5,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,600,1860,,4,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,530,1078,,6,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,500,960,,5,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,450,666,,5,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,520,1176,7,4,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,490,1092,,5,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,500,934,,4,11,2
200204,26,55.98817,-153.4205,3/23/2002 5:54,490,988,6,5,11,1
200204,26,55.98817,-153.4205,3/23/2002 5:54,460,724,5,3,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,490,1036,,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,530,1284,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,520,1160,7,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,550,1236,8,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,520,1184,,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,600,1612,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,530,1384,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,520,1018,7,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,520,1004,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,550,1424,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,540,1230,7,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,510,942,7,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,530,1144,8,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,560,1098,8,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,520,1088,,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,540,1152,8,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,510,1228,8,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,540,1164,6,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,460,818,,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,500,938,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,530,1146,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,520,1084,6,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,510,980,7,5,11,1
200204,27,56.279,-153.14817,3/23/2002 15:17,540,1254,7,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,540,1448,8,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,570,1610,8,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,620,1892,8,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,550,1452,7,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,630,2106,14,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,510,922,6,5,11,1
200204,27,56.279,-153.14817,3/23/2002 15:17,550,1344,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,390,464,4,2,11,1
200204,27,56.279,-153.14817,3/23/2002 15:17,520,1054,8,5,11,1
200204,27,56.279,-153.14817,3/23/2002 15:17,550,1406,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,530,1284,7,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,500,858,7,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,590,1786,8,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,540,1228,,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,520,1318,6,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,520,1034,8,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,530,996,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,530,1242,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,520,1100,7,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,520,1240,8,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,520,1082,,4,11,1
200204,27,56.279,-153.14817,3/23/2002 15:17,490,984,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,550,1452,,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,460,850,5,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,560,1340,8,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,540,1454,6,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,490,1074,5,5,11,1
200204,27,56.279,-153.14817,3/23/2002 15:17,560,1534,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,490,964,6,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,540,1328,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,520,1170,,5,11,1
200204,27,56.279,-153.14817,3/23/2002 15:17,550,1502,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,520,1166,8,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,470,722,6,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,620,1764,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,570,1366,8,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,530,1344,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,540,1304,,5,11,1
200204,27,56.279,-153.14817,3/23/2002 15:17,560,1608,8,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,450,744,,5,11,1
200204,27,56.279,-153.14817,3/23/2002 15:17,550,1160,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,520,1134,6,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,480,894,5,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,490,856,7,5,11,1
200204,27,56.279,-153.14817,3/23/2002 15:17,540,1122,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,400,518,,2,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,560,1392,,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,570,1450,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,540,1322,6,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,510,1128,7,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,550,1444,,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,540,1278,6,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,570,1480,8,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,420,494,,4,11,1
200204,27,56.279,-153.14817,3/23/2002 15:17,530,1244,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,540,1310,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,550,1406,8,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,570,1628,7,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,550,1458,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,610,1992,13,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,530,1250,8,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,620,2096,,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,580,1670,8,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,520,1162,,5,11,1
200204,27,56.279,-153.14817,3/23/2002 15:17,560,1488,,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,430,740,6,5,11,1
200204,27,56.279,-153.14817,3/23/2002 15:17,550,1286,,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,520,1314,,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,610,1948,7,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,540,1226,7,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,600,1840,,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,530,1066,,5,11,1
200204,27,56.279,-153.14817,3/23/2002 15:17,590,1500,13,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,550,1472,,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,490,940,6,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,510,1204,,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,500,842,8,5,11,1
200204,27,56.279,-153.14817,3/23/2002 15:17,550,1298,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,550,1348,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,530,1352,,5,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,510,1028,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,540,1092,7,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,450,792,5,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,520,1054,8,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,570,1644,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,500,816,,2,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,450,490,,4,11,2
200204,27,56.279,-153.14817,3/23/2002 15:17,560,1318,,5,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,440,732,,4,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,460,750,,5,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,600,1676,,5,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,540,1288,,4,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,500,936,,4,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,490,920,,7,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,540,1370,,5,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,490,898,,5,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,490,922,,7,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,480,838,,6,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,560,1610,,5,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,530,1370,,5,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,510,1052,,5,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,540,1128,,5,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,520,1000,,6,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,510,1064,,7,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,470,814,,5,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,540,1332,,5,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,490,852,,5,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,550,1484,,5,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,540,1430,,5,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,520,1008,,5,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,510,1342,,5,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,500,962,9,5,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,530,1266,,4,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,500,974,,7,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,540,1308,6,5,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,540,1222,,5,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,570,1436,14,4,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,530,1198,,5,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,510,994,,5,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,490,828,,5,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,590,1646,10,4,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,560,1270,,4,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,510,1056,,5,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,510,828,,7,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,510,1194,8,4,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,540,1172,7,5,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,460,768,6,5,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,490,814,,5,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,550,1406,7,4,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,550,1346,,4,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,560,1392,8,4,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,560,1430,6,4,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,570,1616,,4,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,510,1156,,5,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,510,1022,8,5,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,520,1212,6,4,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,480,920,7,7,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,510,966,,7,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,530,1192,,4,11,2
200204,28,56.371,-152.54,3/24/2002 1:43,510,1072,7,6,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,500,864,,7,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,480,796,7,5,11,1
200204,28,56.371,-152.54,3/24/2002 1:43,580,1490,,5,11,2
200204,29,57.422,-152.62633,3/25/2002 8:56,220,82,,1,11,1
200204,29,57.422,-152.62633,3/25/2002 8:56,230,86,,1,11,1
200204,29,57.422,-152.62633,3/25/2002 8:56,230,80,,1,11,2
200204,29,57.422,-152.62633,3/25/2002 8:56,220,76,,1,11,1
200204,29,57.422,-152.62633,3/25/2002 8:56,210,62,,1,11,2
200204,29,57.422,-152.62633,3/25/2002 8:56,220,74,,1,11,2
200204,29,57.422,-152.62633,3/25/2002 8:56,260,126,,1,11,2
200204,29,57.422,-152.62633,3/25/2002 8:56,280,156,,1,11,2
200204,29,57.422,-152.62633,3/25/2002 8:56,220,78,,1,11,1
200204,29,57.422,-152.62633,3/25/2002 8:56,260,126,,1,11,2
200204,29,57.422,-152.62633,3/25/2002 8:56,280,146,,1,11,2
200204,29,57.422,-152.62633,3/25/2002 8:56,280,162,,1,11,2
200204,29,57.422,-152.62633,3/25/2002 8:56,220,72,,1,11,1
200204,29,57.422,-152.62633,3/25/2002 8:56,280,154,,2,11,1
200204,29,57.422,-152.62633,3/25/2002 8:56,280,138,,1,11,1
200204,29,57.422,-152.62633,3/25/2002 8:56,240,92,,1,11,1
200204,29,57.422,-152.62633,3/25/2002 8:56,240,84,,1,11,2
200204,29,57.422,-152.62633,3/25/2002 8:56,250,110,,2,11,1
200204,29,57.422,-152.62633,3/25/2002 8:56,260,120,,1,11,1
200204,29,57.422,-152.62633,3/25/2002 8:56,250,120,,1,11,1
200204,29,57.422,-152.62633,3/25/2002 8:56,220,74,,1,11,2
200204,29,57.422,-152.62633,3/25/2002 8:56,280,162,,2,11,1
200204,29,57.422,-152.62633,3/25/2002 8:56,240,92,,1,11,1
200204,29,57.422,-152.62633,3/25/2002 8:56,250,100,,1,11,1
200204,29,57.422,-152.62633,3/25/2002 8:56,240,70,,1,11,1
200204,29,57.422,-152.62633,3/25/2002 8:56,250,100,,1,11,2
200204,29,57.422,-152.62633,3/25/2002 8:56,260,122,,1,11,1
200204,29,57.422,-152.62633,3/25/2002 8:56,270,124,,1,11,2
200204,29,57.422,-152.62633,3/25/2002 8:56,260,124,,2,11,2
200204,29,57.422,-152.62633,3/25/2002 8:56,240,86,,1,11,2
200204,29,57.422,-152.62633,3/25/2002 8:56,240,92,,1,11,1
200204,29,57.422,-152.62633,3/25/2002 8:56,240,94,,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,220,66,2,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,450,724,5,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,340,266,,1,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,380,396,,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,400,446,,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,360,328,,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,480,838,,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,320,230,,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,350,328,,2,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,360,344,,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,330,232,,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,420,570,,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,460,736,,3,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,420,596,,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,330,282,,1,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,370,436,,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,400,472,,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,420,642,,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,370,352,,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,340,268,,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,350,334,,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,420,584,,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,460,716,,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,370,340,,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,440,620,,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,280,142,,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,120,12,,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,270,118,,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,230,78,,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,210,54,,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,280,148,,1,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,220,62,,1,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,450,596,4,4,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,340,278,4,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,350,306,4,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,430,620,4,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,340,234,4,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,370,314,4,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,570,1148,12,4,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,390,424,4,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,390,450,5,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,440,660,7,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,370,360,4,2,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,360,364,4,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,380,416,4,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,530,1004,8,2,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,430,598,6,4,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,430,566,5,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,570,1482,14,4,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,370,354,6,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,320,202,3,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,370,404,3,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,500,986,5,4,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,340,312,3,1,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,210,56,2,1,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,390,452,4,2,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,410,518,5,3,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,380,458,6,2,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,270,114,3,1,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,310,236,,1,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,430,656,,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,250,102,,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,290,160,,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,330,248,3,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,250,106,3,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,260,126,3,1,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,270,132,3,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,290,154,3,1,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,420,550,4,1,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,280,130,3,1,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,270,130,,1,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,180,44,2,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,250,88,3,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,280,154,3,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,280,136,3,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,230,78,2,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,330,266,,1,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,420,524,,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,320,254,,1,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,130,16,,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,260,108,,1,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,270,122,,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,220,72,,1,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,250,110,,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,230,82,,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,130,14,,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,240,84,,1,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,260,118,,1,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,210,64,,1,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,370,362,3,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,340,248,4,2,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,340,274,4,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,400,514,5,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,320,216,3,2,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,550,1094,8,4,11,1
200204,1,55.667,-156.1705,3/14/2002 18:05,350,350,3,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,430,562,5,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,380,456,4,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,450,738,6,2,11,2
200204,1,55.667,-156.1705,3/14/2002 18:05,320,214,3,2,11,1
